圈层ID,总词数,总句子数,平均句长,型例比(TTR),分析性(Analytic),影响力(Clout),真实性(Authentic),积极语气(Tone_pos),消极语气(Tone_neg),净语气(Tone_net),高频词(Top20)
46216,32,15,4.07,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,送(0); 花花(1)
28060,2988,190,25.05,0.1817,0.085341,0.01004,0.024766,0.007028,0.001004,0.006024,4(0); 排除(1); 首先(2); 红帽(3); 笔记(4); 计算机(5)
12627,77,21,6.33,0.5455,0.038961,0.0,0.0,0.012987,0.0,0.012987,大学(0); 浙江(1); 真的(2); 浪(3); 农经(4); 宝藏(5); 安利(6); 计划(7); 科技(8); 行业(9); 报考(10); 农林(11)
52223,279,41,11.54,0.4552,0.046595,0.003584,0.003584,0.0,0.003584,-0.003584,医院(0); 吃瓜(1); 上海(2); 医生(3); 二哈(4); good(5); 色(6)
1959,361,32,18.53,0.1856,0.044321,0.0,0.00831,0.019391,0.0,0.019391,风中(0); 锅巴(1); 回复(2); 老师(3); 比(4); 光伏(5); 还(6); 过剩(7); 前(8); 几年(9); 师范(10)
46516,804,67,19.93,0.1915,0.087065,0.001244,0.064677,0.013682,0.0,0.013682,专业(0); 选(1); 孩子(2); 志愿(3); 真(4); 喜欢(5); 家里(6); 没(7); 这次(8); 平台(9)
46223,72,30,4.53,0.2083,0.027778,0.0,0.013889,0.0,0.0,0.0,志愿(0); 重要(1); 选(2); 扬(3); 考生(4); 填报(5); 选对(6); 更(7)
46208,837,55,24.35,0.1171,0.125448,0.001195,0.003584,0.0,0.0,0.0,找(0); 不到(1); 这样(2); 就是(3); 抱怨(4); _(5); 从上到下(6)
33067,2549,266,17.88,0.1585,0.087485,0.028246,0.023539,0.001962,0.0,0.001962,数据(0); 能力(1); 工具(2); 公司(3)
14942,3262,315,17.35,0.1006,0.017167,0.000307,0.006744,0.045984,0.0,0.045984,哈哈哈(0); 哈哈(1); 重工(2); 组长(3); 于彦舒(4); 哈哈哈哈(5)
21120,1110,33,56.42,0.1477,0.126126,0.003604,0.042342,0.002703,0.005405,-0.002703,行业(0); 影响(1); 比(2); 确实(3); 其实(4); 现在(5); 代替(6); 程序员(7)
51077,1225,81,22.62,0.1404,0.080816,0.003265,0.036735,0.003265,0.000816,0.002449,小时候(0); 跪(1); 子弹(2); 正中(3); 眉心(4)
21394,17,9,3.67,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,行(0)
48233,1270,62,29.5,0.1244,0.076378,0.033858,0.009449,0.0,0.001575,-0.001575,衰(0); 塔利班(1); 搂搂(2); 能(3); 混在(4); 一起(5); 幸运(6)
49441,210,100,4.18,0.0762,0.014286,0.0,0.0,0.0,0.0,0.0,专业(0); 这么(1); 火(2); 对于(3); 现在(4); 来说(5); 计算机技术(6); 不错(7)
53281,825,215,6.56,0.2473,0.084848,0.006061,0.033939,0.014545,0.0,0.014545,选择(0); 学校(1); 城市(2); 志愿(3); 高考(4); 专业(5); 选(6)
1193,150,75,4.0,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,
2135,58,27,4.22,0.1207,0.0,0.0,0.0,0.0,0.0,0.0,吉林省(0); 小飞侠(1); 3(2)
21699,40,20,4.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,
46771,129,33,6.82,0.3411,0.023256,0.0,0.015504,0.0,0.0,0.0,白(0); 骑士(1); 张伟明(2); 科技进步(3); 代价(4); 似乎(5); 总是(6); 伴随(7); 挑战(8); 印(9)
1581,442,51,14.88,0.3665,0.036199,0.0,0.0181,0.006787,0.0,0.006787,77(0); 万(1); 元方(2); 血汗钱(3); 智库(4); 说好(5)
50352,91,39,4.36,0.1758,0.0,0.0,0.032967,0.0,0.0,0.0,搞(0); 拎(1); 清(2); 高考(3); 当年(4); 现在(5); 依然(6); 允悲(7)
47755,156,75,4.11,0.0577,0.0,0.00641,0.0,0.0,0.0,0.0,营(0); 666(1)
172,529,51,16.67,0.3894,0.100189,0.009452,0.018904,0.013233,0.007561,0.005671,拼(0); 多多(1); 购物(2); 墨脱(3); 偏远地区(4); 包邮(5); 真的(6); 这次(7); 买(8)
47613,4359,255,26.08,0.1865,0.051847,0.003441,0.0195,0.004359,0.000229,0.004129,游戏(0); 港爷(1); 捞(2); 笑(3)
1882,752,376,4.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,
55254,1430,153,15.41,0.3259,0.104196,0.011189,0.04965,0.004196,0.002098,0.002098,700(0); 万(1); 分(2); 选(3); 选择(4)
47674,355,47,14.11,0.2761,0.095775,0.0,0.002817,0.0,0.0,0.0,美国(0); 失业率(1); 计算机科学(2); 还(3); 专业(4); 计算机(5); 工程(6); 论(7); 动向(8); 一直(9)
55471,208,104,4.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,
942,48,24,4.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,
54560,115,46,4.7,0.287,0.017391,0.0,0.034783,0.0,0.0,0.0,轉發(0); 考生(1); 花(2); 5499(3); 元报(4); 96(5); 本科(6); 志愿(7); 全滑(8); 档(9); 相信(10); 这些(11); 张(12)
49211,47,24,3.92,0.0638,0.0,0.0,0.0,0.0,0.0,0.0,民生(0)
53029,337,98,6.45,0.3383,0.059347,0.014837,0.020772,0.0,0.0,0.0,王艺(0); 政策(1); 展现(2); 我们(3); 看到(4); 坚韧(5); 心(6); 考生(7)
53479,84,21,7.33,0.3095,0.0,0.0,0.0,0.0,0.0,0.0,阿姨(0); 花(1); 6(2); 万上(3); 课(4); 为了(5); 共同富裕(6); 网络(7); 投资(8); 需谨慎(9); 一不留神(10); 骗(11)
55145,178,89,4.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,
48525,497,36,22.33,0.4306,0.042254,0.002012,0.026157,0.0,0.0,0.0,77(0); 万(1); 元方(2); 问题(3); 就是(4); hely30(5); 血汗钱(6)
372,835,91,15.16,0.4323,0.034731,0.003593,0.032335,0.005988,0.0,0.005988,罗小卫(0); 一边(1)
50027,212,101,4.08,0.1934,0.009434,0.018868,0.004717,0.014151,0.0,0.014151,早上好(0); 早安(1); 大家(2); 早(3); 关注(4); 晚上(5); 行(6); 一下(7); 民生(8); 我们(9); 公积金(10); 电话(11)
1947,98,20,8.9,0.3673,0.0,0.0,0.0,0.0,0.0,0.0,国际(0); 中心(1); 浙江(2); 大宗(3); 商品交易(4); 中央(5); 八项(6); 规定(7); 精神(8); 时代(9); 揭牌(10); 成立(11); 活力(12); 中国(13)
47741,220,27,13.04,0.4818,0.036364,0.0,0.018182,0.004545,0.0,0.004545,http(0); t(1); cn(2); 普通(3); 计算机(4)
50780,1000,500,4.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,
987,36,10,6.7,0.7222,0.055556,0.055556,0.0,0.138889,0.0,0.138889,支持(0); 高考(1); 顺利(2); 点赞点(3); 赞点(4); 赞(5); 啦(6); 优秀(7); 金榜题名(8); 学科(9); 指导(10); 欸(11); 祝(12); 大家(13); 快(14); 一起(15); 看看(16); 真的(17)
1417,512,44,17.98,0.4512,0.070312,0.001953,0.025391,0.001953,0.0,0.001953,学费(0); 大学(1); 一年(2); 读(3)
50280,382,159,4.6,0.1675,0.018325,0.005236,0.010471,0.002618,0.0,0.002618,夸克(0); 看看(1); 高考(2); 分数线(3); 查(4); 金榜题名(5); 太(6); 开心(7); 感觉(8)
52829,226,89,4.79,0.2699,0.030973,0.013274,0.013274,0.004425,0.0,0.004425,选(0); 蛮(1); 久(2); 之前(3); 听说(4); 这种(5); 事情(6); 主要(7)
48190,1976,197,16.32,0.3249,0.050101,0.007591,0.019231,0.004049,0.001012,0.003036,台湾(0); 冲突(1); 伊(2); 挂钩(3); 美媒竟(4); 中国(5)
19758,40,20,4.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,
51033,1789,44,64.0,0.0967,0.068195,0.00559,0.013974,0.003913,0.0,0.003913,工资(0); 底层(1); http(2); t(3); cn(4)
49035,176,88,4.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,
54373,107,53,4.04,0.0467,0.0,0.0,0.0,0.0,0.0,0.0,doge(0)
1449,202,101,4.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,
30304,949,92,18.25,0.2034,0.026344,0.021075,0.003161,0.0,0.0,0.0,日本(0); 人才(1); 年(2); 学生(3); 中国(4); 复旦大学(5); 冯玮(6); 1(7); 2(8); 3(9); 留学生(10)
48453,80,40,4.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,
176,20,10,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,
1810,81,19,7.21,0.4321,0.024691,0.024691,0.0,0.024691,0.0,0.024691,思考(0); 华为(1); good(2); 浮云(3); 赞(4); 自有(5); 专利(6); 务必(7); 保护(8); 酷(9); 带动(10); 培育(11)
49713,486,99,8.86,0.3909,0.057613,0.012346,0.030864,0.0,0.0,0.0,专业(0); 王牌(1); 适应(2); 时代(3); 选择(4); 需(5)
487,102,14,12.36,0.6765,0.098039,0.009804,0.04902,0.0,0.0,0.0,咋(0); 学校(1); 就是(2); 学(3); 最水(4); 感觉(5); 隔壁(6); 地(7); 大部分(8); 文科(9)
49785,420,210,4.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,
55121,9810,283,51.54,0.0335,0.056677,0.002243,0.076147,0.003874,0.000306,0.003568,妻子(0); 嫌弃(1); 多(2); 赚(3); 得(4); 本质(5); 男(6)
52888,576,36,25.64,0.0469,0.0,0.0,0.0,0.0,0.0,0.0,毕业(0); 找(1); 警惕(2); 三大(3); 骗局(4); 当心(5); 骗子(6); 虚拟人(7); 假扮(8); 面试(9); 考官(10)
49217,836,25,62.44,0.1687,0.090909,0.0,0.010766,0.005981,0.0,0.005981,俄罗斯(0); 资源(1); 很多(2); 自身(3); 能源经济(4); 大(5); 沙特(6); 看看(7)
1433,1369,62,36.45,0.0767,0.105917,0.0,0.06282,0.002191,0.0,0.002191,志愿(0); 数据(1); 行业(2); 市场(3); 红星(4); 新闻(5); 找(6); 稿(7)
47702,311,49,11.43,0.5113,0.080386,0.012862,0.025723,0.003215,0.003215,0.0,制造业(0); 人口(1); 少(2); 竞争(3); 大部分(4); 经济(5); 他们(6); 发达(7); 下(8)
48451,280,32,15.16,0.3321,0.035714,0.014286,0.0,0.003571,0.0,0.003571,超话(0); 严查(1); 那尔(2); 那茜(3); 造假(4); 问题(5); 必须(6); 钟(7); 太元(8); 涉嫌(9)
1496,30,15,4.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,
45,54,19,5.11,0.3704,0.018519,0.0,0.0,0.12963,0.0,0.12963,感谢(0); 分享(1); 安利(2); 宝藏(3); 大学(4); 计划(5); 收藏(6); 起来(7); 晚上(8); 啦(9); 不错(10); 学校(11)
878,1149,47,37.85,0.1105,0.075718,0.013055,0.020017,0.0,0.0,0.0,笑(0); cry(1); 李浩源(2); _(3); 鲤(4); 太史(5); 时候(6); 就是(7)
44803,1707,105,26.33,0.2097,0.077329,0.002929,0.033978,0.001172,0.0,0.001172,解决(0); 高校(1); 该(2); 扩招(3)
47307,1698,396,7.55,0.1537,0.03828,0.001178,0.014723,0.005889,0.000589,0.0053,法医(0); 抽奖(1); 专业(2); 报考(3); 打(4); call(5); 指南(6)
47138,6258,511,21.19,0.0142,0.000479,0.025727,0.013103,0.000799,0.0,0.000799,绿色(0); 小鹏(1); 家园(2); 公益(3); 下一代(4); 守护(5); 过去(6); 三年(7); 携手(8)
52189,167,47,6.02,0.3413,0.011976,0.0,0.011976,0.017964,0.0,0.017964,嗯(0); 衰(1); 存在(2); 现实(3); 残酷(4); 笑(5); cry(6)
40387,35,13,4.77,0.3429,0.085714,0.0,0.0,0.0,0.0,0.0,韭菜(0); 收入(1); 无人问津(2); 轉發(3)
52553,516,31,24.42,0.3217,0.040698,0.001938,0.017442,0.040698,0.0,0.040698,doge(0); wen(1); 定(2); 人设(3); 赞(4); 哈哈(5); 一只(6); 起酱(7); 瘟(8); 二哈(9)
55468,208,104,4.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,搜藏(0)
20026,20,10,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,
23107,27,13,4.0,0.1852,0.037037,0.0,0.0,0.0,0.0,0.0,路(0)
55353,166,83,4.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,
47598,192,10,31.0,0.3646,0.036458,0.010417,0.010417,0.0,0.0,0.0,美联储(0); 特朗普(1); 降息(2); 郑重(3); 帮主(4); 复盘(5); 分享(6)
47528,53,24,4.25,0.2642,0.018868,0.0,0.018868,0.0,0.018868,-0.018868,码(0); mark(1); 回家(2); 人家(3); 焦虑(4); 不是(5); 养老(6)
54572,189,82,4.57,0.1481,0.021164,0.010582,0.005291,0.0,0.0,0.0,选(0); 符合(1); 兴趣(2); 方向(3); 特色(4); 班(5); 抓住(6); 发展趋势(7); 助力(8); 个人成长(9); 科技(10)
47643,43,14,5.5,0.1628,0.0,0.0,0.0,0.116279,0.0,0.116279,哈哈(0); 行政(1); 脱口秀(2)
48511,186,82,4.43,0.129,0.016129,0.005376,0.005376,0.005376,0.0,0.005376,西湖(0); 课程(1); 有趣(2); 更(3); 多(4); 知识(5); 大学(6); 教育(7); 理念(8); 独特(9); 循序渐进(10); 培养(11)
49178,23,9,5.33,0.4783,0.0,0.0,0.0,0.0,0.0,0.0,培养(0); 孩子(1); 心智健全(2); 身体健康(3); OK(4); 值得(5); 思考(6)
49101,1883,149,20.01,0.1062,0.083909,0.000531,0.026022,0.007966,0.000531,0.007435,建议(0); 比(1); 复旦大学(2); 冯玮(3); 大学(4)
48477,34,17,4.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,
53634,374,97,6.6,0.2674,0.042781,0.010695,0.032086,0.010695,0.0,0.010695,任佳度(0); 页(1); 乓(2); 蛊(3); 扔(4); 馗(5); 浪(6); 支持(7); 一下(8); 不错(9)
48517,45,9,8.78,0.5333,0.022222,0.0,0.022222,0.0,0.0,0.0,内蒙古(0); 通报(1); 那尔(2); 那茜(3); 有关(4); 核查(5); 情况(6); 黑化(7); 苕(8); 面窝(9); 镖人要(10)
48213,151,24,10.54,0.404,0.039735,0.0,0.013245,0.006623,0.0,0.006623,整个(0); 光刻机(1); 出来(2); 努力(3); 有个(4); 梨(5); GPT(6); 赶紧(7)
50194,34,12,4.67,0.3824,0.0,0.0,0.0,0.0,0.0,0.0,贴(0); 鲜花(1); 警探(2); 奶牛(3); 猫(4); 打(5); call(6); 抱抱(7); 恭喜发财(8)
20751,180,13,23.54,0.4056,0.016667,0.005556,0.011111,0.005556,0.0,0.005556,笑(0); cry(1); doge(2); 人形(3); 特斯拉(4); 1(5); 3(6)
46256,4685,1784,4.94,0.0847,0.023479,0.003202,0.010245,0.009178,0.0,0.009178,深大(0); 芈(1); 夜首步(2); 驯浪源(3); 盏(4); 不错(5); 驳(6)
49237,354,25,27.16,0.4915,0.062147,0.045198,0.008475,0.0,0.0,0.0,金融(0); ADGM(1); 增长(2); 阿布扎比(3); 人才(4); 首季(5); 自由区(6); 业绩(7); 2025(8); 创新(9)
22346,111,12,16.5,0.3604,0.045045,0.054054,0.036036,0.0,0.0,0.0,想起(0); 老(1); 编辑(2); 那句(3); 名言(4); 咱国(5); 企业(6); 护城河(7); 咱们(8); 不养(9); 闲人(10)
55510,122,14,14.21,0.4836,0.016393,0.008197,0.02459,0.008197,0.0,0.008197,可爱(0); AIGC(1); 职业(2); 火(3); 中国(4); 市场(5); 规模(6); 突破(7); 万亿(8)
55185,818,46,29.52,0.3081,0.112469,0.018337,0.015892,0.0,0.015892,-0.015892,英国(0); 航母(1); F(2); 地面(3); 修复(4); 尝试(5); 失败(6); 架飞机(7)
52990,91,10,16.3,0.6703,0.164835,0.032967,0.054945,0.0,0.0,0.0,专业(0); 清华(1); 教授(2); 感兴趣(3); 多(4); 一下(5); 无限(6); 听(7); 我们(8)
52923,1685,199,15.09,0.2392,0.021365,0.007122,0.007122,0.006528,0.000593,0.005935,通信(0); 南邮(1); 界(2); 黄埔军校(3); 称为(4); 大学(5); 77(6); 万(7); 元方(8)
54519,824,12,113.67,0.0595,0.0,0.0,0.0,0.0,0.0,0.0,77(0); 万(1); 元方(2); 血汗钱(3); 智库(4); 复旦大学(5); 上班(6); 21(7); 月(8); 倒贴(9); 教授(10); 牛军钰(11); 夫妇(12); 脑梗(13); 科技(14); 诈骗(15)
14714,20,10,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,
31461,22,11,4.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,
53246,106,18,9.61,0.5189,0.056604,0.0,0.028302,0.028302,0.0,0.028302,允悲(0); 辽宁(1); 熊猫(2); 喜欢(3); 高(4); 法学(5); 网民(6)
53085,146,73,4.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,
32065,224,26,14.46,0.6071,0.098214,0.008929,0.0625,0.0,0.0,0.0,文科(0); 很难(1); 再(2)
47425,249,31,13.77,0.4418,0.024096,0.008032,0.02008,0.012048,0.0,0.012048,休息(0); 表姐(1); 哈哈(2); 面馆(3); 春梦(4); 1975(5)
23954,22,10,4.1,0.7273,0.0,0.0,0.0,0.090909,0.0,0.090909,支持(0); 期待(1); 棒棒(2); 哒(3); 厉害(4); 哇塞(5); 太棒(6); 啦(7); 点赞点(8); 赞点(9); 赞(10); 创新(11); 标杆(12); 好棒(13); 好好看(14)
504,168,21,14.95,0.619,0.113095,0.005952,0.005952,0.0,0.011905,-0.011905,高考(0); 这些(1); 难(2); 金融(3); 宏观(4); 过去(5)
51158,95,10,16.7,0.5895,0.157895,0.031579,0.084211,0.0,0.0,0.0,专业(0); 现在(1); 清华(2); 解读(3); 机遇(4); 确实(5); 无限(6); 不要(7); 错过(8); 教授(9); 我们(10)
25871,19264,2309,13.89,0.1395,0.083576,0.013964,0.029122,0.005399,0.001609,0.003789,年(0); 本科文凭(1); 5(2)
34085,1151,158,11.92,0.2928,0.085143,0.008688,0.049522,0.011295,0.001738,0.009557,鸿蒙(0); 专业(1); 真的(2); 学(3); 工资(4); 还(5); 人才(6)
26078,107,18,9.39,0.6355,0.009346,0.028037,0.046729,0.018692,0.0,0.018692,绝望(0); 别(1); 嗯(2); 文盲(3); 我们(4); 路路(5); 要求(6); 那么(7)
1443,48,9,9.33,0.4375,0.020833,0.0,0.020833,0.0,0.0,0.0,允悲(0); 2025(1); 高考(2); 招生(3); 录取(4); 变化(5); 趋势(6); 文科生(7); 太(8); 悲剧(9); 文科(10); 越来越(11)
48501,278,139,4.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,
45871,218,19,18.32,0.4266,0.041284,0.013761,0.041284,0.018349,0.0,0.018349,月(0); 青年人(1); 失业率(2); 连续(3); 下降(4)
1533,89,27,5.96,0.4382,0.022472,0.0,0.022472,0.0,0.0,0.0,笑(0); cry(1); 呵呵(2); 资金(3); 呵(4); 这是(5); 亏空(6); 国库(7); 致命(8); 毒害(9); 相信(10); 正在(11); 彻查(12)
51493,287,34,12.94,0.4808,0.160279,0.013937,0.055749,0.013937,0.0,0.013937,夸克(0); 真的(1); 确实(2); 志愿(3); 详细(4); 分析(5); 太(6)
17965,326,22,23.18,0.5031,0.08589,0.021472,0.039877,0.009202,0.0,0.009202,体制(0); 考试(1); 现在(2)
47028,914,110,14.73,0.3085,0.052516,0.003282,0.010941,0.00547,0.001094,0.004376,美联储(0); 降息(1); 鲍威尔(2); 预期(3); 表示(4); 预计(5); 月(6); 维持(7); 利率(8)
52091,614,32,30.06,0.1987,0.014658,0.0,0.052117,0.001629,0.0,0.001629,海狗(0); 确实(1); 没说(2); 笑哈哈(3); 暴食(4); 症(5); 患者(6); 李舜生(7); 二哈(8)
1744,158,23,11.78,0.6139,0.06962,0.012658,0.012658,0.0,0.0,0.0,贸易(0); 取得(1); 中美(2); 确认(3); 伦敦(4); 谁(5); 美国(6); 认真(7)
49192,26,13,4.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,
14176,481,16,49.88,0.1268,0.162162,0.006237,0.0,0.0,0.0,0.0,医疗(0); 医学(1); 应用(2); 洛川(3); 斌(4); 哥(5); 领域(6); 正在(7)
43646,41,10,6.5,0.5366,0.04878,0.0,0.0,0.073171,0.0,0.073171,哈哈(0); 握手(1); 00(2); 後(3); 帥帥(4); 男(5); 寶(6); 爱(7); 充满(8); 自恋(9); 偏见(10)
28386,23,11,4.0,0.2174,0.0,0.0,0.0,0.0,0.0,0.0,鼓掌(0)
54128,45,15,5.27,0.5333,0.044444,0.044444,0.066667,0.0,0.0,0.0,现在(0); 刚好(1); 高考(2); 成绩(3); 正好(4); 偷笑(5); 迎接(6); 反正(7)
46514,48,24,4.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,
46727,27,9,5.22,0.3704,0.037037,0.0,0.0,0.037037,0.0,0.037037,爱(0); 骑行(1); 小(2); 胖墩(3)
49651,120,24,9.5,0.5333,0.116667,0.0,0.016667,0.008333,0.0,0.008333,真的(0); 相关(1); 专业(2); 确实(3); 这样(4); 喵(5); 越来越(6); 杭州(7); 电子科技(8)
47619,655,48,21.92,0.2931,0.042748,0.00916,0.01374,0.001527,0.001527,0.0,合并(0); 58(1); 以前(2); 不用(3); 老板(4); 还(5); 美团(6); 赶集网(7); 竞争(8); 赶集(9); 好用(10)
46399,3111,182,26.39,0.1353,0.069752,0.008679,0.070395,0.015429,0.000321,0.015108,谁(0); 现在(1); 土木(2); 老公(3); 感觉(4); 前途(5); 一片(6)
47441,9971,508,34.71,0.0852,0.032996,0.001404,0.031592,0.004012,0.0001,0.003911,刘耀文(0); 彻查(1); 舆情(2); 守护(3); 公平正义(4)
2182,199,12,28.5,0.2864,0.060302,0.025126,0.005025,0.0,0.0,0.0,good(0); 芯片(1); 多(2); 四川(3); 企业(4); 这么(5); 海思(6); 电盒(7); 校长(8); 汽车(9); 相关(10)
47333,79,24,5.71,0.5063,0.088608,0.050633,0.075949,0.012658,0.0,0.012658,多(0); 必须(1); 大家(2); 了解(3); 看看(4); 学学(5); 别(6); 吃亏(7); 金崇(8); Humbert(9); 原来如此(10); 明白(11)
54347,44,9,7.78,0.4545,0.022727,0.022727,0.022727,0.0,0.0,0.0,费解(0); 允悲(1); 888(2); 能(3); 闲钱(4); 搞(5); 财富(6); 管理(7); 没(8); 钱(9); 消费(10); doge(11)
55355,108,16,10.94,0.2407,0.046296,0.0,0.0,0.046296,0.0,0.046296,美好(0); 一天(1); 从悦读(2); 开始(3); 长沙(4); 添(5); 青年(6); 人才(7); 驿站(8); 免费(9); 住(10); 14(11)
51112,471,35,20.37,0.0722,0.0,0.0,0.0,0.004246,0.0,0.004246,毕业(0); 找(1); 警惕(2); 三大(3); 骗局(4); 反诈(5); 全民(6); 行动(7); 闽侯(8); 法院(9)
1184,1157,132,13.28,0.2826,0.076059,0.0121,0.002593,0.038029,0.000864,0.037165,快乐(0); 梦想(1); 勇气(2); 幸福(3); 自由(4); 希望(5); 掌宝(6); 生活(7); 胖红(8); 表现(9); 追求(10); 旅程(11); 实现(12)
54543,1210,9,222.33,0.038,0.0,0.0,0.0,0.0,0.0,0.0,77(0); 万(1); 元方(2); 血汗钱(3); 智库(4); 复旦大学(5); 上班(6); 21(7); 月(8); 倒贴(9); 教授(10); 牛军钰(11); 夫妇(12); 脑梗(13); 科技(14); 诈骗(15)
20717,53,13,6.85,0.6792,0.037736,0.0,0.037736,0.018868,0.0,0.018868,那茜(0); 喜欢(1); 电影(2); 意思(3); 锅(4); 得(5); 背(6); 碳罐查(7); 碳罐(8)
54610,71,14,8.71,0.4789,0.014085,0.0,0.0,0.014085,0.0,0.014085,高考(0); 志愿(1); 填报(2); 哪些(3); 辽宁(4); 变化(5); 2(6); 共筑家国(7); 梦(8); 网民(9); 引领(10); 新风尚(11); 振兴(12)
45802,242,44,10.05,0.1942,0.028926,0.016529,0.0,0.0,0.0,0.0,用人单位(0); 浙江(1); 沈荣法(2); 冤案(3); 济宁(4); 任城(5); 检察(6); 劳动者(7); 自行(8); 承担(9); 应由(10); 缴纳(11)
48156,173,11,25.82,0.2832,0.052023,0.017341,0.034682,0.0,0.0,0.0,擠(0); 佔(1); 支出(2); 企業(3); 軟體(4); 去年(5); 說(6); 會(7); ServiceNow(8); 這樣(9)
47350,211,35,10.43,0.4218,0.075829,0.052133,0.014218,0.004739,0.0,0.004739,剩余价值(0); 企业(1); 进步(2); 而是(3)
48458,24,12,4.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,
54381,5996,246,37.25,0.0499,0.103402,0.000167,0.020514,0.0,0.003169,-0.003169,医院(0); 数(1); 导师(2); 8(3); 学医(4)
1853,66,10,11.8,0.3485,0.030303,0.0,0.0,0.030303,0.0,0.030303,2025(0); 临沂市(1); 网络(2); 文明(3); 周(4); 走进(5); 临沂(6); 教育(7); 第一线(8); 几所(9); 学校(10)
55466,100,13,12.15,0.53,0.0,0.01,0.01,0.0,0.0,0.0,杭州(0); 青春(1); 2025(2); 潮(3); 创季(4); 即将(5); 因(6); 而来(7); 努力(8); 够(9)
48754,69,15,8.4,0.3478,0.0,0.0,0.0,0.028986,0.0,0.028986,憧憬(0); 甜腻(1); obey(2); 用户(3); mf6t9dn43u(4); 海文(5); 考研(6); 整理(7); 真(8); 深圳大学(9); 推荐(10)
48012,7587,1820,6.75,0.0505,0.010413,0.001845,0.004086,0.007645,0.000132,0.007513,w(0); 转發(1); p(2); 啦(3); vq(4); 111(5); 赚(6); 发微博(7); i(8)
7531,46,21,4.1,0.1087,0.0,0.0,0.0,0.0,0.0,0.0,心(0)
1189,1607,62,41.9,0.1512,0.095831,0.013068,0.026136,0.001867,0.004356,-0.002489,电商(0); 网红(1); 年(2); 实体(3); 问题(4); 平台(5); 影响(6); 财富(7); 商业(8)
52773,25,9,5.11,0.4,0.04,0.0,0.0,0.0,0.0,0.0,所有(0); 后(1); 怎样(2)
30225,48,9,8.89,0.3333,0.041667,0.0,0.0,0.041667,0.0,0.041667,美好(0); 一天(1); 从悦读(2); 开始(3); 湖南(4); 高考(5); 隐藏(6); 款(7); 出现(8)
45824,70,13,8.54,0.5429,0.042857,0.0,0.028571,0.028571,0.0,0.028571,good(0); 喵(1); 统计(2); 赞(3); 冷笑(4); 话(5); 这样(6); 数据(7); 靠(8); 谱(9)
27526,38,11,5.82,0.3421,0.052632,0.0,0.0,0.078947,0.0,0.078947,太(0); 开心(1); 打(2); call(3); 开学(4); 季(5); 爱(6); 轉發(7)
161,92,10,16.0,0.2065,0.0,0.0,0.0,0.01087,0.0,0.01087,华商报(0); 围观(1); 西法(2); 大(3); 焦点(4); 专访(5); 来看(6); 陕西(7); 高校(8); 入夏(9); 整版(10); 来来(11); 财(12); 喜欢(13)
27797,22,11,4.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,
46805,259,19,23.53,0.4363,0.07722,0.0,0.023166,0.003861,0.0,0.003861,分配(0); 人体器官(1); 共享(2)
13270,333,14,37.57,0.6426,0.081081,0.0,0.042042,0.009009,0.003003,0.006006,居然(0); 真的(1); 这么(2); 女(3); 生理(4); 男人(5); 鱼(6)
51560,264,102,4.96,0.2803,0.022727,0.007576,0.011364,0.0,0.0,0.0,持股(0); 首富(1); 谁(2); 感觉(3); 一点(4); 认识(5); DeepSeek(6); 创始人(7)
2187,155,32,8.47,0.4774,0.03871,0.019355,0.012903,0.0,0.0,0.0,破产(0); 哪吒(1); 科技(2); 南宁(3); 一压(4); 恒驰(5); 恒大(6); 二压(7); 合众(8); 三压(9); 比亚迪(10); 国家(11)
33062,755,48,24.69,0.3735,0.082119,0.007947,0.050331,0.002649,0.0,0.002649,极端(0); 论(1); 博主(2); 多(3)
